t,semimajor,eccentricity,argumentPeriapsis,inclination,ascendingNode
58777.359375,6800049.25367448,0.00279238053276666,1.02979876450388,9.40406938246586e-05,3.12352177401638
58777.3599537037,6800048.51652102,0.00277301675725903,1.05741001581712,9.40620089954912e-05,3.12428740287452
58777.3605324074,6800047.70105654,0.00275143556802057,1.08518188572656,9.40753924451813e-05,3.12488906500679
58777.3611111111,6800046.80989573,0.00272765531285663,1.11312232014942,9.40826068761056e-05,3.12531847938398
58777.3616898148,6800045.84590106,0.00270169618063976,1.1412371648282,9.40855003389924e-05,3.12556947703403
58777.3622685185,6800044.81217301,0.00267358017584382,1.16953005889476,9.40859835005355e-05,3.12563810854641
58777.3628472222,6800043.71203947,0.00264333109101797,1.19800235255939,9.40860057169033e-05,3.12552272740841
58777.3634259259,6800042.5490444,0.00261097447729595,1.22665305190913,9.40875301818627e-05,3.12522404618447
58777.3640046296,6800041.32693565,0.00257653761304462,1.25547879363903,9.40925084520034e-05,3.12474516271201
58777.3645833333,6800040.04965213,0.00254004947076087,1.28447385223211,9.4102854683201e-05,3.12409155379447
58777.365162037,6800038.72131037,0.00250154068232643,1.31363018164517,9.41204199403836e-05,3.12327103433128
58777.3657407407,6800037.34619035,0.00246104350273749,1.34293749294608,9.41469669651534e-05,3.12229368043625
58777.3663194444,6800035.92872098,0.00241859177243111,1.37238336859455,9.41841458011756e-05,3.12117171585094
58777.3668981481,6800034.47346493,0.00237422087831741,1.40195341317645,9.42334706838825e-05,3.11991936183798
58777.3674768519,6800032.98510319,0.00232796771365555,1.43163143943786,9.42962985976311e-05,3.1185526517108
58777.3680555556,6800031.46841919,0.00227987063687444,1.46139968743018,9.43738098890034e-05,3.1170892121809
58777.3686342593,6800029.92828265,0.00222996942947471,1.49123907355827,9.44669912989602e-05,3.11554801473468
58777.369212963,6800028.36963321,0.00217830525312342,1.52112946533215,9.45766217390988e-05,3.11394910123535
58777.3697916667,6800026.79746393,0.0021249206060594,1.55104997674327,9.47032610889825e-05,3.11231328882964
58777.3703703704,6800025.21680463,0.00206985927892371,1.58097927845109,9.48472422336805e-05,3.11066185997202
58777.3709490741,6800023.63270525,0.00201316631012298,1.61089591643078,9.5008666495111e-05,3.1090162439175
58777.3715277778,6800022.0502192,0.00195488794083514,1.640778632419,9.51874025398382e-05,3.10739769634506
58777.3721064815,6800020.47438681,0.00189507156975667,1.67060667943472,9.53830887722607e-05,3.10582698383745
58777.3726851852,6800018.91021891,0.00183376570768752,1.70036012583621,9.55951391484812e-05,3.10432407975562
58777.3732638889,6800017.36268067,0.00177101993204526,1.73002014181008,9.58227522753483e-05,3.10290787761857
58777.3738425926,6800015.83667559,0.00170688484138675,1.75956926281932,9.6064923593827e-05,3.10159592745885
58777.3744212963,6800014.33702991,0.00164141201002269,1.78899162536666,9.63204603882386e-05,3.10040419980781
58777.375,6800012.86847729,0.00157465394278796,1.81827317136258,9.65879993147735e-05,3.09934688102162
58777.3755787037,6800011.43564395,0.00150666403003446,1.84740181841687,9.68660261052274e-05,3.09843620264069
58777.3761574074,6800010.04303426,0.00143749650290318,1.87636759441039,9.71528970757332e-05,3.09768230643509
58777.3767361111,6800008.69501677,0.00136720638891806,1.90516273571622,9.74468620553535e-05,3.09709314577777
58777.3773148148,6800007.39581086,0.00129584946795003,1.93378174939301,9.77460883452177e-05,3.09667442304907
58777.3778935185,6800006.14947384,0.0012234822285785,1.9622214405004,9.80486853244477e-05,3.09642956194649
58777.3784722222,6800004.95988879,0.00115016182487852,1.99048090640481,9.83527293330668e-05,3.09635971287783
58777.3790509259,6800003.83075291,0.00107594603365227,2.01856150051393,9.86562884828802e-05,3.09646378906854
58777.3796296296,6800002.7655666,0.00100089321211601,2.04646676831303,9.89574470732815e-05,3.09673853062069
58777.3802083333,6800001.76762321,0.000925062256044995,2.07420235888768,9.92543293184286e-05,3.09717859351622
58777.380787037,6800000.83999945,0.000848512558378211,2.10177591537557,9.95451221236737e-05,3.09777666045078
58777.3813657407,6799999.98554661,0.000771303968271031,2.1291969480168,9.98280966811381e-05,3.09852357039842
58777.3819444444,6799999.20688244,0.000693496750581403,2.15647669389092,0.000100101628685709,3.09940846392166
58777.3825231481,6799998.5063838,0.000615151545772604,2.18362796839589,0.000100364217002556,3.10041894143327
58777.3831018519,6799997.88618012,0.000536329330203623,2.21066501593428,0.000100614500644847,3.10154123186266
58777.3836805556,6799997.34814759,0.000457091376780016,2.23760337391675,0.000100851273945195,3.10276036945942
58777.3842592593,6799996.89390414,0.000377499215930028,2.26445978399381,0.000101073499826324,3.10406037675823
58777.384837963,6799996.52480519,0.000297614596868624,2.29125225311474,0.000101280321095423,3.10542445201669
58777.3854166667,6799996.2419402,0.000217499449110134,2.31800066491549,0.000101471069702823,3.10683515970392
58777.3859953704,6799996.04613004,0.00013721584419533,2.34473021267411,0.000101645273919288,3.10827462285186
58777.3865740741,6799995.93792507,5.68259576893536e-05,2.37150562933608,0.000101802663397733,3.10972471627289
