t,semimajor,eccentricity,argumentPeriapsis,inclination,ascendingNode
58777,6800000,5.29116496751794e-16,3.7231086316374,0.734517542563308,0.433629385640827
58777.0005787037,6799698.25133436,8.19515506657442e-05,2.47178772516707,0.734492908539652,0.433616804005102
58777.0011574074,6799355.11866806,0.000163724536878561,2.54449311778038,0.734464881651667,0.433599809821676
58777.0017361111,6798974.95126493,0.000244772150932935,2.61622558108753,0.734433814890164,0.433577861083618
58777.0023148148,6798562.56539415,0.000324526754673927,2.68691763177188,0.734400099711601,0.433550478049166
58777.0028935185,6798123.18347198,0.000402405106193442,2.75649947510319,0.734364161147773,0.433517249306539
58777.0034722222,6797662.36816105,0.000477814385653985,2.8248972271043,0.73432645249035,0.43347783700107
58777.0040509259,6797185.95225776,0.000550158958256836,2.89203091584453,0.734287449614334,0.43343198115743
58777.0046296296,6796699.96524769,0.00061884780772563,2.95781220614002,0.734247645009219,0.433379503039954
58777.0052083333,6796210.55744708,0.000683302574002877,3.02214177487557,0.734207541590668,0.433320307505172
58777.005787037,6795723.92267454,0.000742966134822619,3.08490624291285,0.734167646368751,0.433254384312463
58777.0063657407,6795246.22041272,0.000797311683394314,3.1459745431582,0.734128464051087,0.433181808371212
58777.0069444444,6794783.4984224,0.000845852275022192,3.20519357172359,0.734090490660724,0.433102738915851
58777.0075231481,6794341.61676372,0.000888150846064952,3.26238292914882,0.734054207248984,0.433017417613491
58777.0081018519,6793926.17415968,0.000923830752005263,3.31732851099217,0.734020073783009,0.432926165622416
58777.0086805556,6793542.43760686,0.000952586931308576,3.36977465286326,0.733988523286137,0.432829379633291
58777.0092592593,6793195.27609794,0.000974197883198225,3.41941447918742,0.733959956306662,0.432727526938357
58777.009837963,6792889.09927004,0.000988538756488497,3.46587806062515,0.733934735786879,0.432621139586936
58777.0104166667,6792627.8017336,0.000995595989731356,3.50871798160946,0.733913182399681,0.432510807698081
58777.0109953704,6792414.71376864,0.000995484124632654,3.54739201867568,0.73389557041439,0.43239717201292
58777.0115740741,6792252.55899939,0.000988465631310021,3.58124295560243,0.733882124146984,0.432280915779989
58777.0121527778,6792143.41957619,0.000974974808989769,3.60947634927566,0.733873015042554,0.432162756076459
58777.0127314815,6792088.70930465,0.000955646977697679,3.63113874163143,0.733868359429767,0.432043434676393
58777.0133101852,6792089.15506883,0.000931354053921409,3.64510211891637,0.733868216978417,0.431923708583948
58777.0138888889,6792144.78679675,0.000903246764977499,3.65006643580677,0.733872589881946,0.43180434035454
58777.0144675926,6792254.936116,0.000872801340757288,3.64460191650826,0.733881422777276,0.431686088330393
58777.0150462963,6792418.24374309,0.000841863088621391,3.62726650954071,0.733894603404482,0.431569696918504
58777.015625,6792632.67554585,0.000812669067148906,3.59684604491008,0.733911963998993,0.431455887038767
58777.0162037037,6792895.54711301,0.000787816874749064,3.55275762863151,0.733933283399209,0.431345346867916
58777.0167824074,6793203.55656089,0.000770132415178682,3.49559581034592,0.733958289842842,0.431238723001051
58777.0173611111,6793552.82520503,0.000762395139666996,3.42765670379025,0.733986664416114,0.431136612146804
58777.0179398148,6793938.94562547,0.000766931556612175,3.35310310889562,0.734018045111237,0.431039553464939
58777.0185185185,6794357.03655963,0.000785186244731095,3.27744233388936,0.734052031439532,0.430948021646309
58777.0190972222,6794801.80396746,0.000817452174588504,3.2063616725741,0.734088189540271,0.430862420824923
58777.0196759259,6795267.60753064,0.000862889996704776,3.14446908459827,0.734126057718829,0.430783079400459
58777.0202546296,6795748.53177317,0.000919804509814361,3.09456904056376,0.734165152342266,0.430710245837212
58777.0208333333,6796238.4609243,0.000986021933427722,3.05766470379747,0.734204974015896,0.430644085492245
58777.021412037,6796731.15658925,0.00105921803173846,3.03342302792392,0.734245013960998,0.430584678511763
58777.0219907407,6797220.33724821,0.00113713225207198,3.02073894651568,0.7342847605114,0.430532018820606
58777.0225694444,6797699.75857123,0.00121767569014386,3.01818383495034,0.734323705645454,0.430486014215424
58777.0231481481,6798163.29351657,0.00129896851431954,3.02428695919713,0.734361351469698,0.430446487557867
58777.0237268519,6798605.01117345,0.00137934028454091,3.03768096979202,0.734397216571446,0.43041317905003
58777.0243055556,6799019.25331702,0.00145731511346223,3.0571601412544,0.734430842159489,0.430385749560831
58777.0248842593,6799400.70766502,0.00153159336709278,3.08169061930737,0.734461797915053,0.430363784958836
58777.025462963,6799744.47686078,0.00160103507035687,3.11039779033643,0.734489687479069,0.430346801394761
58777.0260416667,6800046.14225676,0.00166464670144317,3.14254483894009,0.734514153506593,0.430334251465282
58777.0266203704,6800301.82163593,0.00172157144747512,3.17750958773073,0.734534882224823,0.430325531179253
58777.0271990741,6800508.22008408,0.00177108237028983,3.21476278810532,0.734551607437494,0.430319987637834
58777.0277777778,6800662.67331435,0.00181257777531466,3.25384898984353,0.734564113925408,0.430316927331642
58777.0283564815,6800763.18284388,0.00184557811856728,3.29437013300079,0.734572240200418,0.430315624950762
58777.0289351852,6800808.44253084,0.00186972389789647,3.33597157558545,0.734575880578209,0.430315332597459
58777.0295138889,6800797.85609638,0.00188477409877672,3.37833011484968,0.734574986543631,0.43031528928667
58777.0300925926,6800731.54537834,0.00189060488084036,3.42114353057481,0.734569567391063,0.430314730615978
58777.0306712963,6800610.34919049,0.00188720829332889,3.46412120048459,0.734559690131191,0.430312898484599
58777.03125,6800435.81278983,0.00187469089642079,3.50697537490477,0.734545478664629,0.430309050740257
58777.0318287037,6800210.16808408,0.00185327224401957,3.54941273454735,0.734527112231855,0.430302470633377
