Astana_argumentLatitude,Astana_focalParameter,Astana_semimajor,Astana_eccentricity,Astana_argumentPeriapsis,Astana_inclination,Astana_ascendingNode,Astana_analytical_inclination,Astana_analytical_ascendingNode,Astana_analytical_argumentPeriapsis,Astana_analytical_eccentricity,Astana_analytical_focalParameter,Astana_analytical_semimajor,Astana_analytical_semimajor_easy
1.90704533480146,5100595.17874925,6813966.93919321,0.501447870442934,0.523667811194795,0.890163187876548,1.04491865656381,0.890163261573608,1.04491553844633,0.52363529808607,0.501456016092889,5100571.13891771,6813962.73113248,6814009.18871504
1.92761487873345,5100818.5681955,6814770.73625398,0.501503217833781,0.523784362872352,0.890180918600572,1.04485547214168,0.89018102176891,1.04485224624558,0.523749663324452,0.501511748045642,5100794.84546742,6814766.30957039,6814816.94149487
1.94780549102289,5101046.26134743,6815551.05246275,0.501555346062135,0.52390316172811,0.890198993089514,1.04479495397456,0.890199127021068,1.04479162155595,0.523866265909228,0.501564238003117,5101022.89833639,6815546.28901011,6815601.06296277
1.96762636076066,5101277.34894253,6816306.71569186,0.501604262460577,0.524023578170229,0.890217338784864,1.0447370175147,0.89021750470431,1.04473357985171,0.523984478765453,0.501613492835334,5101254.38273394,6816301.51201895,6816360.36904861
1.98708656069738,5101510.99782232,6817036.86568974,0.501649997256206,0.524145036457852,0.89023588920886,1.04468157717337,0.890236088275035,1.04467803557367,0.524103728372351,0.501659542587305,5101488.46048013,6817031.13343174,6817093.9908169
2.00619503226606,5101746.44687081,6817740.91603735,0.501692599966742,0.524267012959,0.890254583639927,1.04462854693097,0.890254816947038,1.04462490273727,0.524223493081288,0.501702436839009,5101724.36591492,6817734.58189358,6817801.3360587
2.02496057293873,5101983.0028992,6818418.51920239,0.501732136154134,0.524389034032106,0.890273366783674,1.04457784086494,0.890273635362373,1.0445740954587,0.524343301048557,0.501742241424426,5101961.40175232,6818411.52458455,6818482.05399232
2.04339182568784,5102220.03653488,6819069.53463975,0.501768684519782,0.524510673634312,0.890292188444113,1.04452937360294,0.890292493262494,1.04452552840649,0.524462727886457,0.501779035494234,5102198.93493814,6819061.83506524,6819136.00302657
2.06149727033863,5102456.9781615,6819693.99984035,0.501802334322276,0.524631550743673,0.890311003198902,1.04448306070843,0.890311345163465,1.04447911718576,0.524581394120392,0.501812908903352,5102436.39255896,6819685.56413568,6819763.22149285
2.07928521661461,5102693.31394765,6820292.10419747,0.501833183096384,0.524751326668145,0.890329770081609,1.0444388190053,0.890330150038244,1.04443477866181,0.524698962525602,0.501843959902269,5102673.25784018,6820282.91356747,6820363.90121763
2.09676379869359,5102928.58199309,6820864.1655364,0.501861334650911,0.524869702301394,0.890348452273392,1.04439656684812,0.890348871008388,1.04439243122938,0.524815135404369,0.50187229310986,5102909.06626272,6820854.21254636,6820938.36378291
2.11394097110654,5103162.36861492,6821410.6091388,0.501886897322639,0.524986415374289,0.890367016805832,1.0443562243439,0.890367475046948,1.0443519950337,0.5249296518534,0.501898017744921,5103143.40182076,6821399.89664829,6821487.0393064
2.1308245058255,5103394.30478939,6821931.94908522,0.501909982463739,0.525101237741109,0.890385434276255,1.04431771353076,0.890385932693856,1.04431339214859,0.525042285061251,0.501921246093726,5103375.89343673,6821920.48916543,6822010.44756494
2.14742199040081,5103624.06276078,6822428.77173656,0.501930703140647,0.525213972731079,0.890403678576424,1.04428095851885,0.89040421778469,1.04427654671691,0.525152839667187,0.501942092191533,5103606.21154484,6822416.58459635,6822509.18128132
2.16374082701988,5103851.35282395,6822901.72117724,0.501949173023339,0.525324452588687,0.890421726635143,1.04424588559793,0.890422307193352,1.04424138505781,0.52526114920563,0.501960670696798,5103834.0648499,6822888.83411751,6822983.891396
2.17978823237231,5104075.92028401,6823351.48644693,0.501965505445065,0.525432536020053,0.890439558175073,1.04421242331596,0.890440180588957,1.04420783574514,0.525367073654159,0.501977095938026,5104059.1972651,6823337.93285823,6823435.27414948
2.19557123821673,5104297.54259371,6823778.79039505,0.501979812613879,0.525538105857598,0.890457155483777,1.04418050253254,0.890457820206955,1.04417582966065,0.525470497097873,0.501991481114399,5104281.385029,6823764.60880921,6823864.05980788
2.21109669255535,5104516.02666691,6824184.38000079,0.501992204958669,0.525641066851033,0.890474503198889,1.04415005645053,0.890475210634354,1.04414530002566,0.525571325518606,0.502003937632716,5104500.43400032,6824169.61320372,6824271.00287272
2.22637126133145,5104731.20636447,6824569.01801034,0.502002790593751,0.525741343589156,0.890491588107107,1.04412102062911,0.890492338608774,1.04411618241404,0.525669484713965,0.502014574564538,5104716.17712678,6824553.71222085,6824656.87362516
2.24140143057391,5104942.94014794,6824933.47575386,0.502011674887492,0.52583887855421,0.89050839895663,1.04409333298083,0.890509192830928,1.04408841474933,0.525764918348265,0.502023498208791,5104928.47208313,6824917.67987054,6825022.45086529
2.25619350892083,5105151.10889502,6825278.52701449,0.502018960121724,0.52593363030829,0.890524926282553,1.04406693375533,0.890525763790065,1.04406193728854,0.525857586135145,0.502030811746468,5105137.19907239,6825262.29193116,6825368.51571733
2.27075363046161,5105355.61387012,6825604.94283208,0.502024745230022,0.526025571809526,0.890541162244707,1.04404176551168,0.890542043601831,1.04403669259465,0.525947462149841,0.502036614975303,5105342.25878363,6825588.32082092,6825695.84638169
2.28508775784345,5105556.37484287,6825913.48713458,0.502029125604122,0.526114688854414,0.890557100477344,1.04401777308147,0.890558025857978,1.04401262549977,0.526034533267673,0.502041004113566,5105543.57049887,6825896.53129482,6826005.21372553
2.29920168559433,5105753.32834722,6826204.91309948,0.502032192958872,0.526200978641696,0.890572735950075,1.04399490352411,0.890573705487319,1.04398968306069,0.526118797724274,0.502044071663231,5105741.07034169,6826187.67686887,6826297.37761263
2.3131010436201,5105946.42607322,6826479.96015694,0.50203403524718,0.526284448452419,0.890588064839453,1.04397310607608,0.89058907862731,1.04396781450826,0.526200263792303,0.502045906323854,5105934.70965968,6826462.49688252,6826573.08388312
2.32679130083807,5106135.63338407,6826739.35155484,0.502034736617385,0.526365114440331,0.890603084410572,1.04395233209514,0.890604142505649,1.04394697119178,0.526278948568894,0.502046592949482,5106124.45353307,6826721.71411939,6826833.06190218
2.34027776891404,5106320.92795059,6826983.79241435,0.502034377406357,0.526443000526496,0.89061779290807,1.04393253500084,0.890618895331272,1.04392710651974,0.52635487686772,0.502046212541784,5106310.27940167,6826966.03291441,6827078.02260503
2.35356560607397,5106502.29849582,6827213.96821166,0.502033034162436,0.526518137391823,0.890632189455947,1.04391367021219,0.890633336194151,1.04390817589768,0.52642808020944,0.502044842273451,5106492.17580284,6827196.13768308,6827308.65697316
2.36665982096466,5106679.7436424,6827430.54362873,0.502030779693074,0.526590561561197,0.89064627396561,1.04389569508335,0.890647464973317,1.04389013666404,0.526498595904199,0.502042555536613,5106670.14121287,6827412.69181578,6827525.63488379
2.37956527654146,5106853.27085576,6827634.16172211,0.502027683132642,0.526660314572985,0.890660047051576,1.04387856883806,0.890661282252542,1.04387294802481,0.526566466219956,0.502039422011714,5106844.18298489,6827616.33688606,6827729.60428079
2.39228669396378,5107022.8954764,6827825.44336468,0.502023810026534,0.526727442227808,0.890673509954309,1.04386225250338,0.890674789243136,1.04385657098747,0.526631737630506,0.50203550775287,5107014.31637652,6827807.69212805,6827921.19062131
2.40482865648172,5107188.63983493,6828004.98692022,0.502019222428133,0.5267919939107,0.890686664469663,1.04384670884337,0.890687987713363,1.04384096829481,0.526694460137305,0.502030875286264,5107180.56366073,6827987.3541431,6828100.99655753
2.41719561329958,5107350.53244366,6828173.36811571,0.502013979005754,0.526854021980979,0.890699512884458,1.04383190229299,0.890700879923975,1.04382610435903,0.526754686659394,0.502025583718616,5107342.95331383,6828155.89680056,6828269.60181787
2.42939188340396,5107508.60725921,6828331.14008018,0.502008135157036,0.526913581224468,0.890712057917722,1.04381779889268,0.890713468569409,1.04381194519652,0.526812472486005,0.50201968885319,5107501.51927484,6828313.87130204,6828427.56325612
2.44142165934617,5107662.90301049,6828478.8335231,0.502001743128641,0.526970728362953,0.890724302667157,1.04380436622395,0.89072575672422,1.04379845836353,0.526867874786737,0.502013243311152,5107656.30027068,6828461.80638203,6828575.41504107
2.45328901097,5107813.46258725,6828616.95702822,0.501994852139448,0.527025521616075,0.890736250560448,1.04379157334607,0.890737747794337,1.0437856128931,0.526920952174433,0.502006296656436,5107807.33920227,6828600.20862138,6828713.66896232
2.46499788907775,5107960.33248418,6828745.99744253,0.501987508505695,0.527078020311155,0.890747905311005,1.04377939073433,0.890749445472759,1.04377337923337,0.526971764316244,0.50199889552256,5107954.68258645,6828729.56285315,6828842.81483155
2.47655212902829,5108103.56229637,6828866.42034178,0.501979755766785,0.527128284536752,0.890759270877804,1.04376779021968,0.890760853699352,1.04376172918743,0.527020371588623,0.501991083740092,5108098.38004957,6828850.33264293,6828963.32096075
2.48795545426239,5108243.20426176,6828978.67055742,0.501971634810675,0.527176374836026,0.890770351428982,1.04375674493016,0.890771976624395,1.04375063585485,0.527066834772314,0.501982902463654,5108238.48386836,6828962.96082828,6829075.63470169
2.49921147975124,5108379.31284697,6829083.17275102,0.501963183997963,0.527222351936272,0.890781151308891,1.04374622923412,0.890782818575586,1.04374007357497,0.527111214783654,0.501974390297593,5108375.04855427,6829067.87010387,6829180.18303303
2.51032371536529,5108511.94437275,6829180.3320249,0.501954439283953,0.527266276511285,0.890791675008313,1.04373621868518,0.890793384028208,1.04373001787205,0.527153572438816,0.501965583419567,5108508.13047774,6829165.46364107,6829277.37318317
2.52129556916096,5108641.15667582,6829270.53455867,0.501945434338109,0.527308208973416,0.890801927137577,1.04372668996918,0.890803677578199,1.04372044540222,0.527193968247857,0.501956515701465,5108637.78752901,6829256.12573196,6829367.59327895
2.53213035058367,5108767.00880403,6829354.14826343,0.501936200660432,0.527348209292517,0.890811912402338,1.04371762085294,0.890813703917883,1.04371133390243,0.527232462235689,0.501947218827187,5108764.07881235,6829340.22244963,6829451.21301147
2.5428312735862,5108889.56074203,6829431.52344625,0.501926767694414,0.527386336839083,0.890821635581778,1.04370899013502,0.890823467814127,1.04370266214122,0.527269113787327,0.501937722406938,5108887.06437098,6829418.10231754,6829528.58431182
2.55340145966167,5109008.87316482,6829502.9934789,0.501917162936288,0.527422650249258,0.890831101509034,1.04370077759826,0.890832974088718,1.04369440987138,0.527303981514997,0.501928054087741,5109006.80493989,6829490.09698203,6829600.04203064
2.56384394079124,5109125.00721668,6829568.87546556,0.501907412040383,0.527457207309441,0.890840315053649,1.04369296396437,0.890842227600776,1.04368655778458,0.527337123144876,0.501918239659995,5109123.36172432,6829556.52188304,6829665.90461612
2.57416166230666,5109238.02431341,6829629.47090549,0.501897538920457,0.527490064858522,0.890849281105883,1.0436855308502,0.890851233231014,1.04367908746772,0.527368595421441,0.501908303159938,5109236.79620149,6829617.67691876,6829726.47478647
2.58435748566831,5109347.98596578,6829685.06634687,0.501887565846924,0.527521278705899,0.8908580045627,1.043678460726,0.890859995867687,1.04367198136123,0.527398454027583,0.501898266967941,5109347.16994363,6829673.84710084,6829782.04019302
2.59443419115955,5109454.95362221,6829735.93402904,0.501877513539957,0.527550903563593,0.890866490315302,1.0436717368753,0.890868520394082,1.04366522271904,0.527426753518792,0.501888151902609,5109454.54446037,6829725.30319748,6829832.87407131
2.60439448049856,5109558.98852913,6829782.33251089,0.50186740125846,0.527578992990972,0.890874743238057,1.04366534335668,0.890876811677407,1.04365879557034,0.527453547269905,0.501877977310683,5109558.98105882,6829772.30236195,6829879.23587768
2.61424097936883,5109660.15160728,6829824.50728343,0.501857246884949,0.527605599350669,0.890882768178701,1.04365926496713,0.890884874558952,1.04365268468302,0.527478887432998,0.501867761152802,5109660.54071966,6829815.08874495,6829921.37190958
2.62397623986987,5109758.5033426,6829862.69136509,0.50184706700642,0.527630773774469,0.890890569949699,1.04365348720707,0.890892713845417,1.04364687552871,0.527502824905201,0.501857520085177,5109759.28398782,6829853.89408936,6829959.51590826
2.63360274288958,5109854.10369027,6829897.10587889,0.501836876991253,0.527654566138023,0.890898153320656,1.04364799624695,0.89090033430128,1.04364135424944,0.52752540930526,0.501847269537259,5109855.27087644,6829888.9383064,6829993.88964265
2.64312290040012,5109947.01199081,6829927.96061041,0.501826691062294,0.527677025043346,0.890905523011679,1.04364277889542,0.890907740642129,1.04363610762579,0.527546688957848,0.50183702378552,5109948.56078284,6829920.43003251,6830024.70347375
2.65253905767887,5110037.28689705,6829955.45454634,0.501816522366187,0.527698197808218,0.890912683687606,1.0436378225689,0.890914937528856,1.04363112304653,0.527566710884672,0.501826796023438,5110039.21241539,6829948.56716635,6830052.15689905
2.66185349545646,5110124.98631087,6829979.77639304,0.501806383039099,0.527718130461591,0.890919639953014,1.04363311526262,0.890921929562633,1.04362638847964,0.52758552080155,0.501816598427829,5110127.28373021,6829973.53738592,6830076.43907666
2.67106843199363,5110210.16732894,6830001.10507525,0.501796284268961,0.527736867744301,0.890926396347941,1.043628645523,0.8909287212806,1.04362189244475,0.527603163120704,0.501806442221644,5110212.8318769,6829995.51864543,6830097.72932911
2.68018602508892,5110292.8861965,6830019.6102148,0.50178623635435,0.527754453114385,0.890932957344237,1.04362440242134,0.890935317152192,1.04361762398682,0.527619680957582,0.50179633773337,5110295.91315226,6830014.67965223,6830116.19762679
2.68920837401901,5110373.19826839,6830035.45258964,0.501776248760162,0.527770928756385,0.890939327342508,1.04362037552878,0.890941721576049,1.0436135726511,0.527635116141602,0.501786294453173,5110376.58296132,6830031.18032386,6830132.00505142
2.69813752141374,5110451.15797663,6830048.7845733,0.501766330170186,0.527786335594113,0.890945510669565,1.04361655489237,0.89094793887744,1.04360972845926,0.527649509230286,0.501776321085919,5110454.89578498,6830045.17222563,6830145.30423952
2.70697545506769,5110526.818804,6830059.75055533,0.501756488536745,0.527800713306367,0.890951511576348,1.04361293101245,0.890953973306166,1.04360608188672,0.527662899526262,0.501766425601212,5110530.9051535,6830056.79898898,6830156.23980668
2.71572410969028,5110600.2332628,6830068.48734301,0.501746731127518,0.527814100345179,0.890957334236279,1.04360949482095,0.890959829034877,1.04360262384098,0.527675325096738,0.501756615280589,5110604.66362539,6830066.1967112,6830164.94875263
2.72438536859617,5110671.45287852,6830075.12454487,0.501737064569678,0.52782653395618,0.890962982743979,1.04360623766085,0.890965510157778,1.04359934564111,0.527686822795015,0.501746896762,5110676.22277106,6830073.49433688,6830171.56084803
2.73296106533808,5110740.5281777,6830079.78493649,0.501727494891488,0.52783805020075,0.890968461114336,1.04360315126659,0.890971020689667,1.04359623899811,0.527697428283728,0.501737276081712,5110745.63316069,6830078.81402178,6830176.19900319
2.74145298528361,5110807.50867967,6830082.58480927,0.501718027561465,0.527848683979634,0.890973773281872,1.04360022774544,0.890976364565281,1.04359329599634,0.527707176059476,0.501727758713764,5110812.94435606,6830082.27147953,6830178.97961949
2.74986286713811,5110872.44289169,6830083.63430255,0.501708667525248,0.527858469057751,0.89097892310038,1.04359745955982,0.890981545638915,1.04359050907576,0.527716099478584,0.501718349607091,5110878.20490567,6830083.97631185,6830180.01292408
2.75819240441523,5110935.37830717,6830083.0377199,0.501699419240284,0.527867438089939,0.890983914342805,1.04359483951038,0.890986567684285,1.04358787101513,0.527724230783746,0.501709053220457,5110941.46234305,6830084.03232288,6830179.4032883
2.766443246857,5110996.36140654,6830080.89382994,0.501690286708447,0.527875622647427,0.890988750701336,1.04359236072002,0.890991434394598,1.04358537491589,0.527731601131335,0.501699873555282,5111002.76318767,6830082.53781811,6830177.24953069
