t,x,y,z
58786.7,6790181.56213873,0.000738705241004928,365024.373089083
58786.8,6790140.36160238,0.000743233498573924,365788.881804984
58786.9,6790099.07486758,0.000746730312563652,366553.385863964
58787,6790057.7019335,0.000749901517891901,367317.885256412
58787.1,6790016.24280156,0.000753455184883233,368082.379971865
58787.2,6789974.69747154,0.000756747186218335,368846.870000142
58787.3,6789933.06594471,0.000760187365587346,369611.355331699
58787.4,6789891.3482209,0.000763101442885228,370375.835956667
58787.5,6789849.54429999,0.000765417591418438,371140.311865254
58787.6,6789807.65418069,0.000767661635114618,371904.783047678
58787.7,6789765.67786586,0.000771943259031299,372669.249494551
58787.8,6789723.61535973,0.000776212791349918,373433.711196557
58787.9,6789681.46666042,0.000779464601651086,374198.16814434
58788,6789639.2317671,0.000782425611014557,374962.620328261
58788.1,6789596.9106813,0.000785728159617429,375727.067737831
58788.2,6789554.50340273,0.00078882890730867,376491.51036291
58788.3,6789512.00993275,0.0007920496769494,377255.948193932
58788.4,6789469.43027119,0.00079474108662918,378020.381221045
58788.5,6789426.76441792,0.000796837241425346,378784.809434441
58788.6,6789384.01237163,0.00079894628788195,379549.232824338
58788.7,6789341.17413544,0.000803085991393378,380313.651381366
58788.8,6789298.24971342,0.000807083473943569,381078.065096264
58788.9,6789255.23910361,0.000810075349858521,381842.47395965
58789,6789212.14230517,0.000812822440429773,382606.877961848
58789.1,6789168.95931973,0.000815870542698928,383371.27709234
58789.2,6789125.69014699,0.000818786478440766,384135.671341026
58789.3,6789082.33478836,0.000821793009228489,384900.060698327
58789.4,6789038.89324364,0.000824264294468471,385664.445154402
58789.5,6788995.36551271,0.000826148907041358,386428.824699429
58789.6,6788951.75159428,0.000828127577974336,387193.199323626
58789.7,6788908.05149165,0.000832116467724394,387957.569017641
58789.8,6788864.26520876,0.000835828079209916,388721.933772271
58789.9,6788820.39274356,0.000838552825280261,389486.293578111
58790,6788776.43409524,0.000841088444332034,390250.648425441
58790.1,6788732.3892655,0.000843885925113611,391014.998303715
58790.2,6788688.25825407,0.000846608382932877,391779.343202875
58790.3,6788644.04106237,0.000849390222427431,392543.683113328
58790.4,6788599.7376902,0.000851628573665406,393308.018025247
58790.5,6788555.34813744,0.000853291729800493,394072.347928791
58790.6,6788510.8724028,0.000855126079386147,394836.672814175
58790.7,6788466.31048977,0.000858941586486057,395600.992672071
58790.8,6788421.66240213,0.000862348155062311,396365.307493331
58790.9,6788376.92813776,0.000864799492494071,397129.617268527
58791,6788332.1076959,0.000867128389372366,397893.921987898
58791.1,6788287.20107831,0.000869684486789047,398658.221640867
58791.2,6788242.20828476,0.0008722007580278,399422.51621743
58791.3,6788197.12931668,0.000874743435012075,400186.805707972
58791.4,6788151.96417385,0.00087673210184863,400951.090102677
58791.5,6788106.71285615,0.000878154058379997,401715.369391689
58791.6,6788061.37536232,0.000879821082109151,402479.643565212
58791.7,6788015.95169602,0.000883435812816214,403243.912613945
58791.8,6787970.44186083,0.000886518867044252,404008.176528792
58791.9,6787924.84585463,0.000888689664315657,404772.435300304
58792,6787879.16367667,0.000890816306891762,405536.688918683
58792.1,6787833.3953288,0.000893139739536606,406300.937373316
58792.2,6787787.54081079,0.000895445040206352,407065.180654268
58792.3,6787741.6001241,0.000897742575860865,407829.418751891
58792.4,6787695.57326848,0.000899473735052392,408593.651656381
58792.5,6787649.46024386,0.000900637159768572,409357.879357869
58792.6,6787603.26104895,0.000902119057391011,410122.101846541
58792.7,6787556.97568758,0.000905519285632705,410886.319113125
58792.8,6787510.60416314,0.000908277638156343,411650.531148572
58792.9,6787464.14647354,0.000910169706707506,412414.737943416
58793,6787417.60261805,0.000912104659954201,413178.939487822
58793.1,6787370.97259856,0.000914206570461677,413943.135771145
58793.2,6787324.25641488,0.000916311654284009,414707.326783518
58793.3,6787277.45406846,0.000918373972503482,415471.512515261
58793.4,6787230.56555904,0.000919856728834833,416235.692956584
58793.5,6787183.59088658,0.000920757355020125,416999.868097599
58793.6,6787136.5300498,0.000922052477258201,417764.037928477
58793.7,6787089.38305269,0.000925247163982863,418528.202439975
58793.8,6787042.14989843,0.000927704782046928,419292.36162308
58793.9,6786994.83058496,0.000929336328157838,420056.515468319
58794,6786947.42511163,0.000931101300107298,420820.663965815
58794.1,6786899.93348031,0.000933002808993091,421584.807104898
58794.2,6786852.35569086,0.000934932356660304,422348.944875765
58794.3,6786804.69174472,0.000936783946350462,423113.077268707
58794.4,6786756.94164161,0.000938043665748164,423877.204273947
58794.5,6786709.10538153,0.000938695036343454,424641.32588158
58794.6,6786661.18296322,0.000939820030384457,425405.442081761
58794.7,6786613.17439083,0.000942831472535242,426169.552865274
58794.8,6786565.0796673,0.000945024959598055,426933.658223135
58794.9,6786516.89879066,0.000946421765463898,427697.758145874
58795,6786468.63176029,0.000948040641946774,428461.852623568
58795.1,6786420.27857807,0.000949767132044324,429225.941645524
58795.2,6786371.83924389,0.000951544094122851,429990.025202
58795.3,6786323.31375919,0.000953209264112547,430754.103283261
58795.4,6786274.70212365,0.000954273513004292,431518.175879545
58795.5,6786226.00433729,0.000954698102691715,432282.242980927
58795.6,6786177.22039893,0.000955676974963994,433046.304577554
58795.7,6786128.35031285,0.000958522011614935,433810.360660229
58795.8,6786079.39408176,0.000960479227233579,434574.411219997
58795.9,6786030.35170376,0.00096165655441474,435338.45624739
58796,6785981.22317831,0.000963138463455009,436102.495732443
58796.1,6785932.00850725,0.000964700973535067,436866.529664441
58796.2,6785882.70769052,0.000966326404740256,437630.558033696
58796.3,6785833.32072953,0.000967808873096706,438394.580830452
58796.4,6785783.84762395,0.00096868741505668,439158.598044963
58796.5,6785734.28837381,0.000968898842151512,439922.609667283
58796.6,6785684.64297799,0.000969746104701902,440686.615687558
58796.7,6785634.91144094,0.000972421552898854,441450.61609661
58796.8,6785585.09376512,0.000974150327984823,442214.610885498
58796.9,6785535.1899487,0.000975103787600313,442978.600044765
58797,6785485.19999123,0.000976435032060969,443742.583564409
58797.1,6785435.12389449,0.000977820275268441,444506.561433689
58797.2,6785384.9616585,0.000979269314199943,445270.533642961
58797.3,6785334.71328461,0.000980546817269086,446034.500182457
58797.4,6785284.3787725,0.000981225868641035,446798.461042449
58797.5,6785233.95812216,0.000981221710262656,447562.416212968
58797.6,6785183.4513326,0.00098193650988876,448326.365684172
58797.7,6785132.85840842,0.000984419255478734,449090.309446889
58797.8,6785082.17935179,0.000985913782377211,449854.247492189
58797.9,6785031.41416098,0.000986627591889019,450618.179810625
58798,6784980.56283565,0.000987779762928629,451382.106392165
58798.1,6784929.62537751,0.000988959888703671,452146.027226044
58798.2,6784878.60178661,0.000990197919612041,452909.942302648
58798.3,6784827.4920643,0.000991237963332867,453673.851612205
58798.4,6784776.29621023,0.000991693971120929,454437.755145008
58798.5,6784725.0142244,0.000991464448776576,455201.652891069
58798.6,6784673.64610594,0.000992034443920501,455965.54484056
58798.7,6784622.19185954,0.000994293272916439,456729.430984311
58798.8,6784570.65148713,0.000995546660792059,457493.311313391
58798.9,6784519.02498706,0.000996007216271739,458257.185818362
58799,6784467.31235911,0.00099695078177614,459021.054489178
58799.1,6784415.51360492,0.000997897121544993,459784.917315049
58799.2,6784363.62872457,0.000998893639255802,460548.774286381
58799.3,6784311.6577194,0.000999668020769876,461312.625393401
58799.4,6784259.60058906,0.000999878601825594,462076.470626427
58799.5,6784207.45733353,0.000999410599860221,462840.30997545
58799.6,6784155.22795209,0.000999804944614541,463604.143430666
58799.7,6784102.91244948,0.00100180503207069,464367.970982903
58799.8,6784050.51082742,0.00100280675806432,465131.792623212
58799.9,6783998.02308433,0.0010030004635198,465895.608342166
58800,6783945.44922009,0.00100370591234724,466659.418129716
58800.1,6783892.78923629,0.0010043873303575,467423.221975054
58800.2,6783840.04313304,0.00100510975233041,468187.019868595
58800.3,6783787.21091166,0.00100558842076616,468950.811800568
58800.4,6783734.29257183,0.00100552365073861,469714.597761315
58800.5,6783681.28811349,0.00100478857957264,470478.37774081
58800.6,6783628.19753608,0.0010049441095796,471242.151729274
58800.7,6783575.02084435,0.00100663772117118,472005.919717537
58800.8,6783521.75803987,0.00100735489489979,472769.681696617
58800.9,6783468.40912107,0.00100725073297788,473533.437657094
58801,6783414.97408798,0.00100767649263563,474297.187588927
58801.1,6783361.45294209,0.00100804851966802,475060.9314813
58801.2,6783307.84568355,0.0010084509610465,475824.669324632
58801.3,6783254.1523137,0.00100859031725901,476588.401109148
58801.4,6783200.37283223,0.00100820222629549,477352.126825215
58801.5,6783146.50723905,0.00100714890380779,478115.846462789
58801.6,6783092.5555337,0.00100698470915527,478879.560012122
58801.7,6783038.517721,0.00100831269931034,479643.267464043
58801.8,6782984.3938024,0.00100868489300467,480406.968809538
58801.9,6782930.18377628,0.00100823097768595,481170.664039184
58802,6782875.88764281,0.001008321398508,481934.353142955
58802.1,6782821.50540343,0.00100833066811606,482698.036110034
58802.2,6782767.03705827,0.00100836480956782,483461.712930842
58802.3,6782712.48260872,0.00100811863563618,484225.383595595
58802.4,6782657.84205451,0.00100735558122926,484989.048094682
58802.5,6782603.11539549,0.0010059304480593,485752.706418045
58802.6,6782548.30263127,0.00100539603090664,486516.358555966
58802.7,6782493.40376682,0.00100631655154888,487280.004499277
58802.8,6782438.41880341,0.00100628383292177,488043.644238932
58802.9,6782383.3477394,0.00100543468920709,488807.277765496
58803,6782328.1905751,0.00100514368018631,489570.905068964
58803.1,6782272.94731184,0.00100475586517442,490334.526138517
58803.2,6782217.6179498,0.00100440392323107,491098.140964585
58803.3,6782162.20249039,0.00100375632156572,491861.749537367
58803.4,6782106.70093338,0.00100259766725878,492625.351847271
58803.5,6782051.11327857,0.00100078161574294,493388.947884231
58803.6,6781995.43952563,0.000999892978365047,494152.537638551
58803.7,6781939.67967967,0.00100041179384599,494916.121101071
58803.8,6781883.83374185,0.000999952324801081,495679.698262724
58803.9,6781827.90171045,0.000998702115766571,496443.269114054
58804,6781771.88358591,0.000998023412697669,497206.833645072
58804.1,6781715.77936947,0.000997253104345841,497970.391844959
58804.2,6781659.58906135,0.000996555478474338,498733.943704154
58804.3,6781603.312663,0.000995547675083032,499497.489212844
58804.4,6781546.95017422,0.000994030212407392,500261.028361451
58804.5,6781490.50159476,0.000991863806894985,501024.561139901
58804.6,6781433.96692435,0.000990697235688858,501788.087538517
58804.7,6781377.34616827,0.000990870813328091,502551.607548151
58804.8,6781320.6393275,0.000990016028189062,503315.121159729
58804.9,6781263.84640028,0.000988408366000855,504078.62836376
58805,6781206.96738721,0.000987385361504503,504842.12915027
58805.1,6781150.00228942,0.000986302900436551,505605.623508438
58805.2,6781092.95110715,0.000985358369429162,506369.111428715
58805.3,6781035.81384191,0.000984088398024262,507132.592901277
58805.4,6780978.59049352,0.000982306326902549,507896.067916558
58805.5,6780921.28106168,0.000979888788338141,508659.53646448
58805.6,6780863.88554621,0.0009785556855871,509422.998535376
58805.7,6780806.40395251,0.000978477092173133,510186.454120117
58805.8,6780748.83628138,0.000977306946006664,510949.903209635
58805.9,6780691.18253106,0.00097542791609918,511713.345794395
58806,6780633.44270227,0.000974145843719849,512476.78186443
58806.1,6780575.61679609,0.000972860380589606,513240.211408919
58806.2,6780517.70481278,0.000971799958974285,514003.634418331
58806.3,6780459.70675387,0.00097039711625142,514767.050882827
58806.4,6780401.62261919,0.000968477932492407,515530.460792852
58806.5,6780343.45240841,0.000965942499606534,516293.864138323
58806.6,6780285.19612144,0.000964571337751058,517057.260909582
58806.7,6780226.85376377,0.000964357913336085,517820.651097526
58806.8,6780168.42533603,0.000962991376761279,518584.034693097
58806.9,6780109.91083646,0.000960963038848443,519347.411686711
58807,6780051.31026592,0.000959540745142347,520110.782068403
58807.1,6779992.62362545,0.000958176596785666,520874.14582736
58807.2,6779933.85091538,0.000957127846279298,521637.502954071
58807.3,6779874.99213718,0.000955717622538093,522400.853438677
58807.4,6779816.04729072,0.000953787271678431,523164.197271626
58807.5,6779757.01637559,0.000951265198202068,523927.534442837
58807.6,6779697.89939185,0.000949983224516983,524690.864942654
58807.7,6779638.69634503,0.000949759421866502,525454.188762011
58807.8,6779579.40723556,0.000948335259375168,526217.505891856
58807.9,6779520.03206175,0.000946302143808773,526980.81632256
58808,6779460.57082458,0.000944880582104217,527744.120044151
58808.1,6779401.0235251,0.000943559044206603,528507.417045838
58808.2,6779341.39016368,0.000942621825715089,529270.707318129
58808.3,6779281.67074172,0.00094130161012542,530033.990851138
58808.4,6779221.8652591,0.0009394585242627,530797.26763531
58808.5,6779161.97371538,0.000937051777215606,531560.537660568
58808.6,6779101.99611073,0.000935962476997396,532323.800917256
58808.7,6779041.93245071,0.000935834706059992,533087.057396356
58808.8,6778981.78273557,0.000934480439868704,533850.307088814
58808.9,6778921.5469637,0.000932581087594128,534613.549984963
58809,6778861.22513617,0.000931299132713165,535376.786074812
58809.1,6778800.81725408,0.000930128173107893,536140.015347605
58809.2,6778740.32331784,0.000929375797065174,536903.237793872
58809.3,6778679.74332875,0.00092821610300662,537666.453403689
58809.4,6778619.07728671,0.000926530709586718,538429.662167498
58809.5,6778558.32519126,0.000924310041714908,539192.864075227
58809.6,6778497.48704268,0.000923487757775283,539956.059117215
58809.7,6778436.56284653,0.000923535721265903,540719.247284506
58809.8,6778375.55260291,0.000922350216675483,541482.42856803
58809.9,6778314.45631028,0.000920695872883325,542245.602958093
58810,6778253.27396982,0.000919668824961181,543008.770444677
58810.1,6778192.00558263,0.000918742443695442,543771.931017063
58810.2,6778130.65114918,0.000918242703912036,544535.084665805
58810.3,6778069.21067069,0.000917308863495887,545298.231380941
58810.4,6778007.68414706,0.000915844928454512,546061.371152905
58810.5,6777946.07157782,0.00091387025608719,546824.503971633
58810.6,6777884.37296338,0.000913381394483583,547587.629827455
58810.7,6777822.58830927,0.000913679861961927,548350.748711485
58810.8,6777760.71761544,0.000912748913528807,549113.860614634
58810.9,6777698.76088047,0.00091143190839758,549876.965527186
58811,6777636.71810561,0.000910755236850201,550640.063439083
58811.1,6777574.58929195,0.000910162890558715,551403.154339649
58811.2,6777512.37444002,0.000909997213646419,552166.238219459
58811.3,6777450.07355095,0.000909369369511706,552929.315068517
58811.4,6777387.68662467,0.000908204797158473,553692.384877247
58811.5,6777325.21366069,0.00090654825224878,554455.447635593
58811.6,6777262.65465956,0.000906475592825583,555218.503333877
58811.7,6777200.00962676,0.000907120503294942,555981.551963284
58811.8,6777137.27856213,0.000906543892610999,556744.593514706
58811.9,6777074.46146434,0.000905660285721688,557507.627978406
58812,6777011.55833472,0.000905429624658004,558270.655344282
58812.1,6776948.56917435,0.000905266365992148,559033.675601697
58812.2,6776885.49398379,0.00090553073624485,559796.688741249
58812.3,6776822.3327641,0.00090530545956967,560559.694752915
58812.4,6776759.08551524,0.000904534860223238,561322.693627102
58812.5,6776695.75223671,0.000903288345489008,562085.685353763
58812.6,6776632.33292918,0.000903732966765802,562848.66992322
58812.7,6776568.82759812,0.000904840079396435,563611.64732672
58812.8,6776505.23624322,0.000904734596359979,564374.617555139
58812.9,6776441.55886328,0.000904388517814041,565137.580598722
58813,6776377.79545969,0.000904705035168943,565900.536447314
58813.1,6776313.9460335,0.000905068030470371,566663.485090322
58813.2,6776250.01058532,0.000905857525840982,567426.426518365
58813.3,6776185.98911611,0.000906132547828743,568189.360721395
58813.4,6776121.8816259,0.000905852187946495,568952.287689803
58813.5,6776057.68811412,0.000905114581985376,569715.20741355
58813.6,6775993.40858168,0.000906174873859898,570478.119882967
58813.7,6775929.04303394,0.000907852307137254,571241.025089348
58813.8,6775864.59147046,0.00090832645826493,572003.923023561
58813.9,6775800.0538902,0.000908609793777235,572766.813675833
58814,6775735.43029456,0.000909561087760175,573529.697035952
58814.1,6775670.72068459,0.000910530356529488,574292.57309337
58814.2,6775605.92506095,0.000911918714496443,575055.441838722
58814.3,6775541.0434245,0.000912771912598753,575818.303261944
58814.4,6775476.07577529,0.000913058730043985,576581.157353411
58814.5,6775411.02211274,0.00091291353378149,577344.004103089
58814.6,6775345.882438,0.000914659278773735,578106.84350133
58814.7,6775280.65675631,0.000916978303647433,578869.675539461
58814.8,6775215.34506711,0.000918104599534601,579632.500208339
58814.9,6775149.94736949,0.000919072971602781,580395.31749818
58815,6775084.46366489,0.000920709437277164,581158.127398715
58815.1,6775018.89395433,0.000922327291935939,581920.929899437
58815.2,6774953.2382385,0.000924351038358789,582683.724990992
58815.3,6774887.4965182,0.000925823833999102,583446.512663313
58815.4,6774821.66879349,0.000926720046469213,584209.292906755
58815.5,6774755.7550638,0.000927219354405554,584972.065711291
58815.6,6774689.7553305,0.000929677441494166,585734.831067305
58815.7,6774623.66959873,0.000932658476073259,586497.588966133
58815.8,6774557.49786778,0.000934462749787844,587260.339398627
58815.9,6774491.24013689,0.000936123848173458,588023.082354996
58816,6774424.89640752,0.000938447657270456,588785.817824919
58816.1,6774358.46668065,0.000940708860167007,589548.545797918
58816.2,6774291.95095705,0.000943358793113112,590311.266264654
58816.3,6774225.34923741,0.000945447364855457,591073.979215059
58816.4,6774158.66152184,0.000946953093648569,591836.684639476
58816.5,6774091.88780973,0.000948106687783164,592599.382527886
58816.6,6774025.02810274,0.000951254709931394,593362.072870706
58816.7,6773958.08240586,0.000954863898662178,594124.755659269
58816.8,6773891.05071825,0.00095732222119184,594887.430884414
58816.9,6773823.93303927,0.000959629880069957,595650.098536349
58817,6773756.72937043,0.000962589492515318,596412.758604714
58817.1,6773689.43971267,0.000965435318593128,597175.411079051
58817.2,6773622.06406679,0.000968649049374683,597938.05595003
58817.3,6773554.60243343,0.000971296386056069,598700.693207596
58817.4,6773487.05481271,0.000973360305728389,599463.322842078
58817.5,6773419.42120405,0.000975113293844987,600225.944843466
58817.6,6773351.70160932,0.000978862423717684,600988.559202216
58817.7,6773283.89603338,0.000983003245887059,601751.165909643
58817.8,6773216.00447529,0.000986026895608842,602513.764956565
58817.9,6773148.02693451,0.000988868428488962,603276.356333195
58818,6773079.96341258,0.000992346166547605,604038.940029143
58818.1,6773011.81391038,0.000995652320953627,604801.51603397
58818.2,6772943.57842881,0.000999302009994844,605564.08433835
58818.3,6772875.25696843,0.00100238459272485,606326.644932247
58818.4,6772806.84952937,0.00100488671513079,607089.197805975
58818.5,6772738.35611108,0.00100709317531898,607851.742949539
58818.6,6772669.77671562,0.00101126856198904,608614.280353435
58818.7,6772601.11134775,0.00101577205406907,609376.810008954
58818.8,6772532.3600064,0.0010191907688889,610139.331906881
58818.9,6772463.52269113,0.00102237928088665,610901.846037432
58819,6772394.59940354,0.00102618432672292,611664.352390204
58819.1,6772325.59014443,0.0010297573443496,612426.850954772
58819.2,6772256.49491478,0.00103364691528461,613189.341721813
58819.3,6772187.3137151,0.00103697156563636,613951.82468131
58819.4,6772118.04654555,0.00103971814503386,614714.299823569
58819.5,6772048.69340556,0.00104215363844548,615476.767138602
58819.6,6771979.25429738,0.00104651861009226,616239.226616951
58819.7,6771909.72922567,0.00105116371498165,617001.67824989
58819.8,6771840.11818932,0.00105474707263691,617764.122028154
58819.9,6771770.42118787,0.00105805082621594,618526.557941958
58820,6771700.63822303,0.00106194792150584,619288.985980897
58820.1,6771630.7692955,0.00106555916078056,620051.40613456
58820.2,6771560.81440638,0.00106945836044504,620813.818393623
58820.3,6771490.77355613,0.00107279699656745,621576.222748094
58820.4,6771420.64674492,0.00107555723272772,622338.619188265
58820.5,6771350.43397213,0.0010779898442187,623101.007704156
58820.6,6771280.13524019,0.00108232840593995,623863.38828636
58820.7,6771209.75055376,0.00108690502366752,624625.760926142
58820.8,6771139.27991161,0.00109043158558051,625388.125614175
58820.9,6771068.72331327,0.00109364291525411,626150.482340667
58821,6770998.08076059,0.00109741898559854,626912.831095217
58821.1,6770927.35225413,0.00110087335930314,627675.171867425
58821.2,6770856.53779514,0.00110458637468981,628437.504647972
58821.3,6770785.63738402,0.00110774469331073,629199.829426889
58821.4,6770714.65102096,0.00111032216760366,629962.146194455
58821.5,6770643.57870526,0.0011125938884304,630724.45494069
58821.6,6770572.42043957,0.00111678560259021,631486.755656239
58821.7,6770501.17622853,0.00112115537169139,632249.048332376
58821.8,6770429.84607081,0.00112447643296137,633011.332959709
58821.9,6770358.42996592,0.00112746890238415,633773.609528426
58822,6770286.92791582,0.00113099116077903,634535.878028131
58822.1,6770215.33992096,0.00113418214940577,635298.138448432
58822.2,6770143.66598274,0.00113760268794149,636060.390780022
58822.3,6770071.90610151,0.0011404742179466,636822.635012954
58822.4,6770000.06027747,0.00114276215604145,637584.871137495
58822.5,6769928.12850984,0.00114481572563609,638347.099143657
58822.6,6769856.1108015,0.00114883374570395,639109.319022138
58822.7,6769784.00715707,0.00115293617144413,639871.530764237
58822.8,6769711.81757511,0.00115598201324433,640633.734360497
58822.9,6769639.54205509,0.00115870935542945,641395.929801078
58823,6769567.18059912,0.00116192934972944,642158.117075581
58823.1,6769494.7332075,0.00116483793029906,642920.296173626
58823.2,6769422.19988179,0.00116794741914557,643682.467085923
58823.3,6769349.58062232,0.00117051155714653,644444.629802543
58823.4,6769276.87542928,0.00117249154192914,645206.78431374
58823.5,6769204.08430183,0.00117433739256006,645968.930609517
58823.6,6769131.20724312,0.00117819173338321,646731.068680621
58823.7,6769058.24425766,0.00118200780690758,647493.198518388
58823.8,6768985.1953439,0.00118475477048499,648255.320113303
58823.9,6768912.06050132,0.00118721240829102,649017.433455487
58824,6768838.83973213,0.00119012875596707,649779.538534535
58824.1,6768765.53303657,0.00119277949122566,650541.63534009
58824.2,6768692.14041629,0.00119560195352168,651303.723862868
58824.3,6768618.66187159,0.00119788014211954,652065.804092961
58824.4,6768545.09740268,0.001199578518701,652827.876020607
58824.5,6768471.4470087,0.00120124783591198,653589.939635798
58824.6,6768397.71069301,0.00120494533366788,654351.994929327
58824.7,6768323.88846001,0.00120846942468509,655114.041892575
58824.8,6768249.98030803,0.00121091780427966,655876.080515976
58824.9,6768175.98623658,0.00121311826297383,656638.110789609
58825,6768101.90624798,0.00121574623677104,657400.132703053
58825.1,6768027.74034241,0.00121816706355399,658162.146245995
58825.2,6767953.48852162,0.00122072880411027,658924.151409144
58825.3,6767879.15078587,0.00122274500988043,659686.148182609
58825.4,6767804.72713536,0.00122419129858356,660448.136556611
58825.5,6767730.21756926,0.001225708583854,661210.11652113
58825.6,6767655.62209114,0.00122924832493707,661972.088067006
58825.7,6767580.9407052,0.00123248112530242,662734.05118566
58825.8,6767506.1734097,0.00123464869748977,663496.005867484
58825.9,6767431.3202042,0.0012366175892478,664257.952102516
58826,6767356.38109113,0.00123898155536761,665019.889880315
58826.1,6767281.35607063,0.00124119011336483,665781.81919063
58826.2,6767206.2451445,0.00124350705738654,666543.740024146
58826.3,6767131.04831299,0.00124527455798974,667305.652370989
58826.4,6767055.7655763,0.00124648456609286,668067.556221365
58826.5,6766980.39693362,0.00124785858777926,668829.451565237
58826.6,6766904.9423887,0.0012512327650715,669591.338393497
58826.7,6766829.40194555,0.00125417392852857,670353.216697597
58826.8,6766753.77560236,0.00125608091101476,671115.086467891
58826.9,6766678.06335877,0.00125784738224932,671876.947694379
58827,6766602.26521728,0.00125997519892463,672638.800366599
58827.1,6766526.38117805,0.00126198103497813,673400.644474375
58827.2,6766450.41124287,0.00126406152390238,674162.48000836
58827.3,6766374.355412,0.00126558536081767,674924.306958689
58827.4,6766298.21368564,0.00126656178336444,675686.12531556
58827.5,6766221.98606302,0.00126778700977936,676447.935068919
58827.6,6766145.67254805,0.00127098079983362,677209.736209708
58827.7,6766069.27314451,0.00127362426823746,677971.528729403
58827.8,6765992.78785059,0.00127527941578109,678733.312618322
58827.9,6765916.21666597,0.00127686504773141,679495.087866438
58828,6765839.55959326,0.00127877990106026,680256.85446326
58828.1,6765762.81663256,0.00128059292135843,681018.612398689
58828.2,6765685.98778573,0.00128244602530567,681780.361663346
58828.3,6765609.073053,0.00128373208983443,682542.102247376
58828.4,6765532.07243459,0.0012844747822745,683303.834140969
58828.5,6765454.98592976,0.00128554480887157,684065.557334052
58828.6,6765377.81354256,0.00128855311818823,684827.271817622
58828.7,6765300.55527655,0.00129090548410258,685588.977583168
58828.8,6765223.21112995,0.00129232061079497,686350.67462098
58828.9,6765145.78110249,0.00129375130792718,687112.362921005
58829,6765068.26519682,0.00129548019391089,687874.042472724
58829.1,6764990.66341306,0.00129712709928454,688635.713266113
58829.2,6764912.97575307,0.00129877930309754,689397.375291759
58829.3,6764835.20221707,0.00129985209964562,690159.028539817
58829.4,6764757.34280532,0.00130037781517532,690920.673000469
58829.5,6764679.39751711,0.00130130770246824,691682.308663626
58829.6,6764601.36635661,0.00130415892933363,692443.935520339
58829.7,6764523.24932716,0.00130626550869509,693205.553562103
58829.8,6764445.04642703,0.00130748253147963,693967.162779187
58829.9,6764366.75765601,0.00130881010200409,694728.763161518
58830,6764288.38301679,0.00131040323700425,695490.354698546
58830.1,6764209.92250947,0.00131194081877484,696251.937380319
58830.2,6764131.37613594,0.00131345006290889,697013.511197388
58830.3,6764052.7438964,0.00131436733710107,697775.07613992
58830.4,6763974.02579114,0.00131472529508144,698536.632198085
58830.5,6763895.22181949,0.00131556330393194,699298.179361785
58830.6,6763816.33198576,0.00131831754477316,700059.717622118
58830.7,6763737.35629305,0.00132025639783267,700821.246970584
58830.8,6763658.2947397,0.00132134333066138,701582.767397439
58830.9,6763579.14732556,0.00132263715885191,702344.278892589
58831,6763499.91405334,0.00132416298793686,703105.781445453
58831.1,6763420.59492311,0.00132566469404362,703867.275046154
58831.2,6763341.18993681,0.00132710685283301,704628.759685201
58831.3,6763261.6990946,0.00132794592896757,705390.235352769
58831.4,6763182.12239681,0.00132820504844723,706151.70203902
58831.5,6763102.45984282,0.00132901479597773,706913.159733849
58831.6,6763022.71143709,0.00133173138731011,707674.608428403
58831.7,6762942.87718246,0.00133357353632153,708436.048114176
58831.8,6762862.95707734,0.00133458762930101,709197.478781419
58831.9,6762782.95112166,0.00133589743488583,709958.90042002
58832,6762702.85931812,0.00133740714045912,710720.313019367
58832.1,6762622.68166681,0.00133892538858226,711481.716569654
58832.2,6762542.41816966,0.00134035534014163,712243.111061348
58832.3,6762462.06882681,0.00134117358536991,713004.496484632
58832.4,6762381.6336386,0.00134138571027192,713765.872829653
58832.5,6762301.11260452,0.00134221139201451,714527.240086317
58832.6,6762220.50572914,0.00134491711911198,715288.598245809
58832.7,6762139.81301506,0.00134669649451112,716049.94729961
58832.8,6762059.03446073,0.00134765969036332,716811.287237972
58832.9,6761978.17006622,0.00134899498214077,717572.61805077
58833,6761897.21983416,0.00135049876535495,718333.939727359
58833.1,6761816.18376469,0.00135204175466497,719095.252257997
58833.2,6761735.06185971,0.00135346930290671,719856.555633112
58833.3,6761653.85411935,0.00135428019922445,720617.8498429
58833.4,6761572.56054397,0.00135446008221365,721379.134877488
58833.5,6761491.18113312,0.00135531379573454,722140.410726799
58833.6,6761409.71589156,0.00135800050214489,722901.677382056
58833.7,6761328.16482156,0.00135972304829947,723662.934834715
58833.8,6761246.52792169,0.0013606363673516,724424.183075031
58833.9,6761164.8051921,0.00136198544813773,725185.422092875
58834,6761082.99663541,0.00136346936564253,725946.651877569
58834.1,6761001.10225177,0.00136501717905159,726707.872419424
58834.2,6760919.12204307,0.0013664235213422,727469.083708835
58834.3,6760837.05600942,0.00136721441579399,728230.285736018
58834.4,6760754.90415116,0.00136735832660881,728991.478491072
58834.5,6760672.66646797,0.00136824012734063,729752.661963951
58834.6,6760590.34296473,0.00137088604582622,730513.836145901
58834.7,6760507.93364347,0.00137255594591386,731275.001028347
58834.8,6760425.43850278,0.00137342540086369,732036.156601554
58834.9,6760342.85754296,0.00137478211661285,732797.302855392
58835,6760260.19076659,0.00137623581224438,733558.439779153
58835.1,6760177.43817385,0.0013777676204634,734319.567363186
58835.2,6760094.5997666,0.00137913310305793,735080.685597869
