t,x,y,z,r
58777.7528935185,-2754245.39616874,-382.436149106103,-6193304.97165111,6778118.78919605
58777.7534722222,-2399938.1031605,-393.566758662563,-6339031.44016384,6778128.25588909
58777.7540509259,-2037990.4649842,-403.406767512955,-6464518.57281658,6778156.51017252
58777.7546296296,-1669556.49447313,-411.930626926553,-6569371.14600942,6778204.5050253
58777.7552083333,-1295810.08410463,-419.117198567755,-6653259.38714196,6778272.96752787
58777.755787037,-917941.349205872,-424.949796183987,-6715919.90108343,6778362.3847455
58777.7563657407,-537152.938460317,-429.416212964593,-6757156.40251942,6778472.99262924
58777.7569444444,-154656.320195633,-432.508734743045,-6776840.25468981,6778604.76809384
58777.7575231481,228331.947476625,-434.224139228635,-6774910.81505263,6778757.42438879
58777.7581018519,610593.954820862,-434.563681460687,-6751375.5883451,6778930.40983691
58777.7586805556,990914.179263116,-433.533065682174,-6706310.18741694,6779122.90996909
58777.7592592593,1368083.2172075,-431.14240383076,-6639858.10209051,6779333.85304084
58777.759837963,1740901.50124427,-427.406160844991,-6552230.27618153,6779561.91887208
58777.7604166667,2108182.99497576,-422.343086983338,-6443704.49271635,6779805.55090863
58777.7609953704,2468758.85745946,-415.976137355223,-6314624.56732803,6780062.9713612
58777.7615740741,2821481.06896604,-408.332378867119,-6165399.34981904,6780332.1992376
58777.7621527778,3165226.00939033,-399.442884794036,-5996501.53395574,6780611.07104729
58777.7627314815,3498897.98017602,-389.34261720013,-5808466.27575998,6780897.26392522
58777.7633101852,3821432.6602233,-378.070297448077,-5601889.62081331,6781188.32088701
58777.7638888889,4131800.48569192,-365.668265062433,-5377426.74152403,6781481.67790306
58777.7644675926,4429009.94320508,-352.182325240868,-5135789.98579877,6781774.69245866
58777.7650462963,4712110.76551498,-337.661585342265,-4877746.73917674,6782064.67324272
58777.765625,4980197.01823272,-322.158280727019,-4604117.10330362,6782348.91060117
58777.7662037037,5232410.06607259,-305.727590364509,-4315771.39432932,6782624.70737681
58777.7667824074,5467941.40661584,-288.42744268743,-4013627.4659717,6782889.40975576
58777.7673611111,5686035.35975187,-270.318312215293,-3698647.86276168,6783140.4377421
58777.7679398148,5885991.60072005,-251.463007544699,-3371836.81034359,6783375.31488335
58777.7685185185,6067167.52505685,-231.926451351933,-3034237.05059063,6783591.69688678
58777.7690972222,6228980.43388918,-211.775453127583,-2686926.53065076,6783787.39877202
58777.7696759259,6370909.52857302,-191.078475418994,-2331014.95608812,6783960.42023241
58777.7702546296,6492497.70426269,-169.905394416534,-1967640.21941948,6784108.96889203
58777.7708333333,6593353.13274534,-148.327255779272,-1597964.71647944,6784231.48117729
58777.771412037,6673150.62580654,-126.41602664464,-1223171.56401223,6784326.6405511
58777.7719907407,6731632.77142187,-104.244344813294,-844460.73282401,6784393.39288557
58777.7725694444,6768610.83623688,-81.8852661400292,-463045.111656438,6784430.95878773
58777.7731481481,6783965.429076,-59.4120111883848,-80146.5175620133,6784438.84272718
58777.7737268519,6777646.92156712,-36.8977122294721,303008.330874532,6784416.83885719
58777.7743055556,6749675.62338728,-14.4151616769947,685191.860745325,6784365.03345655
58777.7748842593,6700141.71109811,7.96343695085602,1065179.69556324,6784283.80396194
58777.775462963,6629204.91101352,30.1667144608176,1441754.69259244,6784173.81460175
58777.7760416667,6537093.93801054,52.1243767444757,1813710.94996254,6784036.00868282
58777.7766203704,6424105.69363016,73.7674398388417,2179857.76707025,6783871.59762252
58777.7771990741,6290604.22818885,95.0284582995127,2539023.54225608,6783682.04685837
58777.7777777778,6137019.47294993,115.841745944134,2890059.59228893,6783469.05880518
58777.7783564815,5963845.74956034,136.143588090865,3231843.87909115,6783234.55306559
58777.7789351852,5771640.06509625,155.872444473237,3563284.62985672,6782980.64413379
58777.7795138889,5561020.20202503,174.969142087525,3883323.83773838,6782709.61686344
58777.7800925926,5332662.61312641,193.377057313265,4190940.63146217,6782423.89999854
58777.7806712963,5087300.13221789,211.042286714039,4485154.50310608,6782126.03808981
58777.78125,4825719.51192967,227.913806021002,4765028.38464094,6781818.66214346
58777.7818287037,4548758.80020226,243.943616877356,5029671.56486005,6781504.45935765
58777.7824074074,4257304.56740065,259.086881006248,5278242.43949759,6781186.14232421
58777.7829861111,3952288.99593111,273.302041548618,5509951.08849904,6780866.41806959
58777.7835648148,3634686.84433411,286.550931387341,5724061.67533723,6780547.95732258
58777.7841435185,3305512.29746246,298.798868356277,5919894.66439862,6780233.36438589
58777.7847222222,2965815.71427364,310.014737290765,6096828.85319438,6779925.14798542
58777.7853009259,2616680.28424779,320.171058945157,6254303.21706236,6779625.69346105
58777.7858796296,2259218.60312537,329.24404585264,6391818.56461735,6779337.2366402
58777.7864583333,1894569.17815737,337.213645252477,6508939.0028037,6779061.83972061
58777.787037037,1523892.87259415,344.063569249483,6605293.21083342,6778801.36946091
58777.7876157407,1148369.29867794,349.781312403303,6680575.52261334,6778557.47794717
58777.7881944444,769193.167961749,354.358156971444,6734546.81748435,6778331.58617203
58777.7887731481,387570.607375665,357.789166049721,6767035.21921509,6778124.87062698
58777.7893518519,4715.44913708621,360.07316486746,6777936.60322149,6777938.25306803
58777.7899305556,-378154.497660198,361.212710503808,6767214.91195111,6777772.3935751
58777.7905092593,-759821.186104734,361.214050296158,6734902.27828248,6777627.68698191
58777.791087963,-1139070.07356225,360.087069213508,6681098.95667653,6777504.26270998
58777.7916666667,-1514693.85917988,357.845226467306,6605973.0616902,6777401.98799415
58777.7922453704,-1885496.2090101,354.505481631418,6509760.11335791,6777320.47444498
58777.7928240741,-2250295.46077806,350.088210541924,6392762.38886391,6777259.08784909
58777.7934027778,-2607928.29995944,344.617111247865,6255348.07991129,6777216.96106449
58777.7939814815,-2957253.3984292,338.11910028754,6097950.25526172,6777193.00983025
58777.7945601852,-3297155.00657766,330.624199569314,5921065.62802827,6777185.95127286
58777.7951388889,-3626546.48912411,322.165414147873,5725253.12761211,6777194.32485164
58777.7957175926,-3944373.79451285,312.77860119842,5511132.27647464,6777216.51546346
58777.7962962963,-4249618.84707441,302.502330512905,5279381.3724942,6777250.77838768
58777.796875,-4541302.85081185,291.377736862091,5030735.47817538,6777295.26574321
58777.7974537037,-4818489.49295911,279.448364602456,4765984.21886902,6777348.05409588
58777.7980324074,-5080288.03540363,266.760004928908,4485969.39276493,6777407.17285379
58777.7986111111,-5325856.28134371,253.360526226343,4191582.39671485,6777470.63307319
58777.7991898148,-5554403.40474026,239.299697998188,3883761.47265408,6777536.45628902
58777.7997685185,-5765192.6297666,224.629008905987,3563488.78080437,6777602.70299845
58777.8003472222,-5957543.74767024,209.401479492201,3231787.30687957,6777667.50041352
58777.8009259259,-6130835.45866256,193.671470205635,2889717.6117759,6777729.06912858
58777.8015046296,-6284507.52677376,177.494485397974,2538374.43355105,6777785.74834628
58777.8020833333,-6418062.73623743,160.926974000047,2178883.15264161,6777836.0193385
58777.802662037,-6531068.63864132,144.026127628847,1812396.13248725,6777878.52682846
58777.8032407407,-6623159.08096537,126.849676914928,1440088.94888486,6777912.09802585
58777.8038194444,-6694035.50564837,109.455686871476,1063156.52241897,6777935.75906585
58777.8043981481,-6743468.01497335,91.9023521571602,682809.169339785,6777948.74863694
58777.8049768519,-6771296.19339033,74.247793099111,300268.586940402,6777950.52862134
58777.8055555556,-6777429.68275927,56.5498533603806,-83236.2097354028,6777940.79160887
58777.8061342593,-6761848.50698994,38.8659001335188,-466472.982681825,6777919.46518729
58777.806712963,-6724603.14407153,21.2526277465478,-848210.379528633,6777886.71295475
58777.8072916667,-6665814.34507045,3.76586554943241,-1227222.03823221,6777842.93223766
58777.8078703704,-6585672.70124369,-13.5396090726407,-1602290.6701875,6777788.74854178
58777.8084490741,-6484437.96196243,-30.6102517438229,-1972212.10432635,6777725.00680928
58777.8090277778,-6362438.10766054,-47.3939254200439,-2335799.27509968,6777652.75959262
58777.8096064815,-6220068.18344341,-63.8400672607244,-2691886.1379182,6777573.25229884
58777.8101851852,-6057788.90038256,-79.8998473680557,-3039331.49621191,6777487.90569543
58777.8107638889,-5876125.01267917,-95.5263187815222,-3377022.72534429,6777398.29589872
58777.8113425926,-5675663.48003838,-110.674558172579,-3703879.37943791,6777306.13210851
58777.8119212963,-5457051.42550261,-125.301796759144,-4018856.6683748,6777213.23238551
58777.8125,-5220993.89987079,-139.367541024115,-4320948.79323338,6777121.49777886
58777.8130787037,-4968251.46435822,-152.833682906332,-4609192.12985615,6777032.88514846
58777.8136574074,-4699637.60372938,-165.664599198024,-4882668.25128669,6776949.37903147
58777.8142361111,-4416015.98229136,-177.827239966769,-5140506.78126609,6776872.96293194
58777.8148148148,-4118297.55553456,-189.291205878367,-5381888.07189478,6776805.59040588
58777.8153935185,-3807437.54984197,-200.028814384721,-5606045.7001203,6776749.15632823
58777.8159722222,-3484432.32298834,-210.01515478686,-5812268.77839195,6776705.46872609
58777.8165509259,-3150316.11748421,-219.228132261333,-5999904.07619549,6776676.22154762
58777.8171296296,-2806157.7187959,-227.648500981761,-6168357.94983605,6776662.96873965
58777.8177083333,-2453057.02980495,-235.259886524632,-6317098.07879031,6776667.09997465
58777.818287037,-2092141.57256997,-242.04879778698,-6445655.00752495,6776689.81836225
58777.8188657407,-1724562.92775804,-248.004628684523,-6553623.4923074,6776732.12044176
58777.8194444444,-1351493.12177242,-253.119649925504,-6640663.65288964,6776794.77873406
58777.8200231481,-974120.970889606,-257.388991183295,-6706501.92932417,6776878.32709167
58777.8206018519,-593648.391423021,-260.810614005511,-6750931.84430624,6776983.04905135
58777.8211805556,-211286.684372041,-263.38527581218,-6773814.5715796,6777108.96935477
58777.8217592593,171747.197273269,-265.11648534183,-6775079.31093865,6777255.84876113
58777.822337963,554234.390728168,-266.010449907953,-6754723.47031588,6777423.18223258
58777.8229166667,934957.867385175,-266.076014827436,-6712812.65534358,6777610.20052959
58777.8234953704,1312706.17097197,-265.324595379778,-6649480.46666178,6777815.875208
58777.8240740741,1686277.14226643,-263.770101650709,-6564928.10511747,6778038.92696598
58777.8246527778,2054481.62261708,-261.428856607782,-6459423.78489561,6778277.83724535
58777.8252314815,2416147.12829415,-258.319507749435,-6333301.95456136,6778530.86294839
58777.8258101852,2770121.48744525,-254.462932663069,-6186962.32597421,6778796.05409261
58777.8263888889,3115276.43098558,-249.882138823742,-6020868.71112469,6779071.27418613
58777.8269675926,3450511.12840424,-244.602157962048,-5835547.66708515,6779354.22307278
58777.8275462963,3774755.6589332,-238.6499353304,-5631586.94956324,6779642.46196605
58777.828125,4086974.40812119,-232.054214198349,-5409633.77588669,6779933.44035919
58777.8287037037,4386169.37928943,-224.845415914628,-5170392.89879954,6780224.52447767
58777.8292824074,4671383.40901352,-217.05551588011,-4914624.49299777,6780513.02692455
58777.8298611111,4941703.27525377,-208.717915789407,-4643141.85713599,6780796.23714688
58777.8304398148,5196262.68651787,-199.867312511762,-4356808.93483323,6781071.45235084
58777.8310185185,5434245.14018742,-190.539563998034,-4056537.65912949,6781336.00847884
58777.8315972222,5654886.63795607,-180.771552621767,-3743285.12595069,6781587.3108717
58777.8321759259,5857478.24644318,-170.601046377653,-3418050.6030749,6781822.86423352
58777.8327546296,6041368.49102769,-160.066558388176,-3081872.38244023,6782040.30153547
58777.8333333333,6205965.57140644,-149.207205182462,-2735824.48454531,6782237.41150237
58777.833912037,6350739.38765032,-138.062564239696,-2381013.22510764,6782412.16434477
58777.8344907407,6475223.36626,-126.672531302237,-2018573.65508155,6782562.73542639
58777.8350694444,6579016.07637754,-115.077177985056,-1649665.88637193,6782687.52657353
58777.8356481481,6661782.62725129,-103.316610220337,-1275471.31653514,6782785.18476925
58777.8362268519,6723255.83906446,-91.4308280879545,-897188.76672045,6782854.61800585
58777.8368055556,6763237.18039044,-79.4595875896117,-516030.547928322,6782895.00810124
58777.8373842593,6781597.46680019,-67.4422649275097,-133218.471369018,6782905.8203231
58777.837962963,6778277.31650179,-55.4177238454125,250020.180770597,6782886.80970473
58777.8385416667,6753287.360303,-43.4241865837438,632456.707417207,6782838.02397426
58777.8391203704,6706708.20465263,-31.499108986825,1012865.04662352,6782759.8030609
58777.8396990741,6638690.14799639,-19.6790602827446,1390025.82249937,6782652.77518366
58777.8402777778,6549452.65216301,-7.99960803343097,1762730.36415944,6782517.84956875
58777.8408564815,6439283.57193836,3.50479127709763,2129784.68010559,6782356.20588155
58777.8414351852,6308538.14739197,14.800895580276,2490013.37186486,6782169.28050197
58777.8420138889,6157637.7648295,25.856774089537,2842263.47135109,6781958.74980818
58777.8425925926,5987068.49347755,36.6418973396333,3185408.18712143,6781726.51066927
58777.8431712963,5797379.40611213,47.1272200885904,3518350.5455929,6781474.65838426
58777.84375,5589180.6928396,57.2852568190444,3840026.91422315,6781205.46233859
58777.8443287037,5363141.57804631,67.090149627011,4149410.39475717,6780921.33966978
58777.8449074074,5119988.05130468,76.517728333955,4445514.07564977,6780624.82726761
58777.8454861111,4860500.42342487,85.5455627157502,4727394.13411652,6780318.55245096
58777.8460648148,4585510.71940856,94.1530067852932,4994152.77917017,6780005.20268006
58777.8466435185,4295899.92011293,102.321235123857,5244941.02840375,6779687.49468063
58777.8472222222,3992595.06467282,110.033271298553,5478961.31220111,6779368.14335625
58777.8478009259,3676566.22559686,117.27400845341,5695469.90024306,6779049.83087803
58777.8483796296,3348823.36829922,124.030222203635,5893779.14613017,6778735.17632967
58777.8489583333,3010413.10663933,130.290576001237,6073259.54681022,6778426.70628834
58777.849537037,2662415.36554035,136.04561917925,6233341.61439235,6778126.82670435
58777.8501157407,2305939.9615094,141.287777910017,6373517.55851249,6777837.79643001
58777.8506944444,1942123.11132896,146.011339342783,6493342.77806068,6777561.70272689
58777.8512731481,1572123.87869948,150.212429208597,6592437.16152543,6777300.43905406
58777.8518518519,1197120.56822353,153.888983197946,6670486.19552139,6777055.68541288
58777.8524305556,818307.075583468,157.04071243205,6727241.88132976,6776828.89148965
58777.8530092593,436889.20240901,159.669063358087,6762523.45939043,6776621.26280359
58777.853587963,54080.9439825437,161.777172405012,6776217.94172971,6776433.75002616
58777.8541666667,-328899.24235427,163.369815739594,6768280.4522813,6776267.04159776
58777.8547453704,-710832.180400349,164.45335446199,6738734.37497232,6776121.55972509
58777.8553240741,-1090501.72227851,165.03567557739,6687671.30933193,6775997.45979812
58777.8559027778,-1466698.49198177,165.126129075555,6615250.83325254,6775894.63321979
58777.8564814815,-1838223.61754405,164.735461443763,6521700.07241539,6775812.71359956
58777.8570601852,-2203892.44382348,163.875745931354,6407313.07581864,6775751.08621575
58777.8576388889,-2562538.21767707,162.560309876319,6272449.99679805,6775708.90061057
58777.8582175926,-2913015.73682252,160.803659396483,6117536.07898563,6775685.08613884
58777.8587962963,-3254204.95323511,158.621401740758,5943060.44680155,6775678.3702562
58777.859375,-3585014.52156717,156.030165588385,5749574.70023841,6775687.29929404
58777.8599537037,-3904385.28226679,153.047519579994,5537691.31418203,6775710.26143918
58777.8605324074,-4211293.66892354,149.691889357453,5308081.84278805,6775745.51160677
58777.8611111111,-4504755.02841026,145.982473389709,5061474.93028294,6775791.19787358
58777.8616898148,-4783826.84235295,141.939157856355,4798654.13000314,6775845.38911267
58777.8622685185,-5047611.83769139,137.582430863977,4520455.53457836,6775906.10346922
58777.8628472222,-5295260.9739885,132.933296268826,4227765.22094744,6775971.33728956
58777.8634259259,-5525976.2948593,128.013187382355,3921516.51500453,6776039.0941307
58777.8640046296,-5739013.63072787,122.843880840243,3602687.08187865,6776107.41345694
58777.8645833333,-5933685.14037682,117.447410915194,3272295.84880237,6776174.3986568
58777.865162037,-6109361.67862167,111.845984564428,2931399.76919161,6776238.24400656
58777.8657407407,-6265474.97818655,106.061897497852,2581090.43728196,6776297.26022695
58777.8663194444,-6401519.63407739,100.117451563195,2222490.56436194,6776349.89829921
58777.8668981481,-6517054.87965517,94.0348737408665,1856750.32850421,6776394.77123938
58777.8674768519,-6611706.14429125,87.83623704761,1485043.6111817,6776430.67353939
58777.8680555556,-6685166.3836382,81.5433836430611,1108564.13496907,6776456.59802491
58777.8686342593,-6737197.17466303,75.1778504302029,728521.517472133,6776471.74991227
58777.869212963,-6767629.56881368,68.760797440238,346137.257730043,6776475.55788392
58777.8697916667,-6776364.69815177,62.3129392800318,-37359.3282715419,6776467.68203386
58777.8703703704,-6763374.13072327,55.8544799121503,-420735.205696097,6776448.01858382
58777.8709490741,-6728699.97297538,49.4050510247384,-802757.734926419,6776416.70130637
58777.8715277778,-6672454.71860409,42.9836542320483,-1182198.78385437,6776374.09963591
58777.8721064815,-6594820.8447978,36.6086073285897,-1557838.8206211,6776320.81349119
58777.8726851852,-6496050.15840151,30.2974947980858,-1928470.96928466,6776257.66487373
58777.8732638889,-6376462.896045,24.0671227549228,-2292905.01127336,6776185.68635337
58777.8738425926,-6236446.58377062,17.9334784721566,-2649971.31591096,6776106.10658486
58777.8744212963,-6076454.6629681,11.9116946168405,-2998524.68433726,6776020.33304421
58777.875,-5897004.89075215,6.01601828960466,-3337448.09167556,6775929.93221003
58777.8755787037,-5698677.52405916,0.259784933484837,-3665656.31335372,6775836.60744909
58777.8761574074,-5482113.29758068,-5.34460285846163,-3982099.42278904,6775742.17488507
58777.8767361111,-5248011.20664216,-10.7856916338249,-4285766.14849628,6775648.53757592
58777.8773148148,-4997126.10659031,-16.0529885045617,-4575687.08021166,6775557.65833632
58777.8778935185,-4730266.14103607,-21.1369677628517,-4850937.71445495,6775471.53156151
58777.8784722222,-4448290.01124965,-26.0290727880135,-5110641.33170026,6775392.15441763
58777.8790509259,-4152104.0995155,-30.7217133652176,-5353971.69811723,6775321.49778869
58777.8796296296,-3842659.45902458,-35.2082585697242,-5580155.58629526,6775261.47735517
58777.8802083333,-3520948.68289268,-39.4830253939812,-5788475.11034477,6775213.92519849
58777.880787037,-3188002.66462811,-43.5412633190167,-5978269.87181169,6775180.56230114
58777.8813657407,-2844887.26194789,-47.3791350540963,-6148938.91383244,6775162.97231889
58777.8819444444,-2492699.87557351,-50.993693684826,-6299942.48165016,6775162.57697075
58777.8825231481,-2132565.95395263,-54.3828564883175,-6430803.58843875,6775180.61338531
58777.8831018519,-1765635.43452574,-57.5453756842594,-6541109.38582503,6775218.1137062
58777.8836805556,-1393079.13150105,-60.4808064021866,-6630512.33902264,6775275.88723981
58777.8842592593,-1016085.07961236,-63.1894721514687,-6698731.20677724,6775354.50538605
58777.884837963,-635854.842857448,-65.6724280845408,-6745551.82653718,6775454.28956592
58777.8854166667,-253599.796779317,-67.9314223451083,-6770827.70537048,6775575.30231593
58777.8859953704,129462.607542276,-69.9688557918789,-6774480.41717372,6775717.34167811
58777.8865740741,512112.589869783,-71.7877403844183,-6756499.80666732,6775879.93897119
58777.8871527778,893131.789873097,-73.3916565121357,-6716944.00058241,6776062.35998669
58777.8877314815,1271307.01125142,-74.7847095394084,-6655939.2263171,6776263.60960643
58777.8883101852,1645433.95329429,-75.971485830611,-6573679.43821504,6776482.43979401
58777.8888888889,2014320.9221474,-76.9570085080497,-6470425.75150764,6776717.36086849
58777.8894675926,2376792.51385776,-77.7466931840254,-6346505.6838834,6776966.65592646
58777.8900462963,2731693.2609371,-78.3463038955142,-6202312.20464517,6777228.39823757
58777.890625,3077891.23388841,-78.7619094569432,-6038302.5914558,6777500.47140038
58777.8912037037,3414281.58863658,-78.999840432807,-5854997.09484679,6777780.59200857
58777.8917824074,3739790.05040174,-79.0666469183835,-5652977.41090324,6778066.33454688
58777.8923611111,4053376.32404411,-78.9690573031594,-5432884.96291618,6778355.15821045
58777.8929398148,4354037.42043938,-78.7139381781565,-5195418.99326539,6778644.43531043
58777.8935185185,4640810.88793231,-78.3082555354268,-4941334.46745575,6778931.48091566
58777.8940972222,4912777.93766213,-77.7590373952311,-4671439.79282726,6779213.58336174
58777.8946759259,5169066.4509753,-77.0733379845164,-4386594.35548142,6779488.03524869
58777.8952546296,5408853.85715713,-76.2582035784663,-4087705.87968043,6779752.16454649
58777.8958333333,5631369.86932708,-75.3206401062062,-3775727.61521028,6780003.36541949
58777.896412037,5835899.06653492,-74.2675826108921,-3451655.35908964,6780239.12839592
58777.8969907407,6021783.31005512,-73.105866644737,-3116524.31930226,6780457.06950537
58777.8975694444,6188423.98224397,-71.8422016698163,-2771405.82930629,6780654.95803219
58777.8981481481,6335284.03671855,-70.4831465262359,-2417403.92324101,6780830.74253958
58777.8987268519,6461889.84916128,-69.0350870207854,-2055651.78300008,6780982.57484937
58777.8993055556,6567832.8588631,-67.5042156799176,-1687308.06927281,6781108.83168467
58777.8998842593,6652770.99190581,-65.8965137031907,-1313553.1499007,6781208.13371038
58777.900462963,6716429.85797403,-64.2177351443953,-935585.239703968,6781279.36174001
58777.9010416667,6758603.71390565,-62.4733933394172,-554616.466834202,6781321.6699111
58777.9016203704,6779156.18835239,-60.668749591298,-171868.881389731,6781334.49566878
58777.9021990741,6778020.7632623,-58.8088041146598,211429.577340765,6781317.56643558
58777.9027777778,6755201.0093239,-56.8982892326283,594049.138296799,6781270.90288533
58777.9033564815,6710770.57396996,-54.9416648106515,974762.263728134,6781194.81878142
58777.9039351852,6644872.92202777,-52.9431159024333,1352347.70487634,6781089.91737944
58777.9045138889,6557720.83058706,-50.9065525737596,1725594.53130595,6780957.08443726
58777.9050925926,6449595.64112077,-48.8356118606188,2093306.11716667,6780797.47791632
58777.9056712963,6320846.27329581,-46.7336618080122,2454304.06814986,6780612.51449739
58777.90625,6171888.00624683,-44.603807526041,2807432.07346827,6780403.85307404
58777.9068287037,6003201.03432664,-42.4488991898299,3151559.66791982,6780173.37542347
58777.9074074074,5815328.80550334,-40.2715419000775,3485585.88990692,6779923.16428859
58777.9079861111,5608876.15149439,-38.0741073099463,3808442.82240957,6779655.47913868
58777.9085648148,5384507.21968816,-35.8587469154229,4119099.00473442,6779372.72990385
58777.9091435185,5142943.21756015,-33.6274068956349,4416562.70412374,6779077.44900703
58777.9097222222,4884959.98081503,-31.3818443799902,4699885.03746006,6778772.26203168
58777.9103009259,4611385.37700154,-29.1236450108506,4968162.93434383,6778459.85739088
58777.9108796296,4323096.55641479,-26.8542416601837,5220541.93418655,6778142.95536814
58777.9114583333,4021017.06243215,-24.5749341525146,5456218.81083844,6777824.27691377
58777.912037037,3706113.81315158,-22.286909836985,5674444.01960101,6777506.51258376
58777.9126157407,3379393.96626486,-19.9912648464554,5874523.9622603,6777192.29200393
58777.9131944444,3041901.67868898,-17.6890258745338,6055823.06684204,6776884.15424226
58777.9137731481,2694714.77218947,-15.3811722970482,6217765.67953495,6776584.5194534
58777.9143518519,2338941.31584094,-13.0686584607509,6359837.76693785,6776295.66215108
58777.9149305556,1975716.13563141,-10.752435958779,6481588.42740899,6776019.68644071
58777.9155092593,1606197.26114312,-8.43347571155246,6582631.21071067,6775758.50351804
58777.916087963,1231562.31866677,-6.11278967083287,6662645.24554087,6775513.81171389
58777.9166666667,853004.879719533,-3.79145196611818,6721376.17475211,6775287.07933214
58777.9172453704,471730.773495455,-1.47061931469172,6758636.89820606,6775079.53048945
58777.9178240741,88954.3714080957,0.848449479749477,6774308.12326153,6774892.13412881
58777.9184027778,-294105.148353327,3.16437510964546,6768338.72286032,6774725.59633734
58777.9189814815,-676227.548549056,5.47564059076029,6740745.9011003,6774580.35605506
58777.9195601852,-1056195.28527216,7.78057548955911,6691615.16606776,6774456.5842169
58777.9201388889,-1432797.25737807,10.0773416972657,6621100.10957048,6774354.18632698
58777.9207175926,-1804832.54519124,12.3639208863299,6529421.99329507,6774272.80841713
58777.9212962963,-2171114.1305705,14.6381037736759,6416869.14081641,6774211.8462991
58777.921875,-2530472.59001377,16.8974813016057,6283796.13487081,6774170.45797593
58777.9224537037,-2881759.75226536,19.1394378342811,6130622.81929312,6774147.57903756
58777.9230324074,-3223852.31122694,21.3611464514692,5957833.10519785,6774141.9408255
58777.9236111111,-3555655.38464991,23.5595664065265,5765973.58116446,6774152.09112045
58777.9241898148,-3876106.00845756,25.7314427984969,5555651.92754726,6774176.41706522
58777.9247685185,-4184176.55604667,27.8733084913568,5327535.13549325,6774213.17001927
58777.9253472222,-4478878.07137768,29.9814882958764,5082347.53183433,6774260.49200274
58777.9259259259,-4759263.50422473,32.0521054121554,4820868.61171635,6774316.44338414
58777.9265046296,-5024430.83541099,34.0810901122746,4543930.68174709,6774379.03143254
58777.9270833333,-5273526.07977494,36.0641906266938,4252416.3171851,6774446.23936371
58777.927662037,-5505746.15400608,37.9969861779315,3947255.63807616,6774516.05549212
58777.9282407407,-5720341.59680087,39.8749020913615,3629423.40996189,6774586.50210178
58777.9288194444,-5916619.12844695,41.6932268937972,3299935.97640307,6774655.66366306
58777.9293981481,-6093944.03742812,43.4471312976132,2959848.03142106,6774721.71401161
58777.9299768519,-6251742.38183064,45.1316889523941,2610249.24143979,6774782.94215035
58777.9305555556,-6389502.99387277,46.741898833107,2252260.7275081,6774837.77632861
58777.9311342593,-6506779.2765649,48.2727091216739,1887031.41984931,6774884.80608809
58777.931712963,-6603190.78242939,49.7190424291393,1515734.29771736,6774922.8019889
58777.9322916667,-6678424.56506445,51.0758221947494,1139562.52898721,6774950.73276085
58777.9328703704,-6732236.2956121,52.338000091971,759725.524587283,6774967.77965811
58777.9334490741,-6764451.13740924,53.5005842648154,377444.923827387,6774973.3478282
58777.9340277778,-6774964.37349338,54.5586682133329,-6049.47263293166,6774967.07454733
58777.9346064815,-6763741.78311175,55.5074601442481,-389523.804924018,6774948.83421973
58777.9351851852,-6730819.76490821,56.3423126010187,-771744.273536706,6774918.74007284
58777.9357638889,-6676305.20604699,57.0587521878403,-1151481.25854059,6774877.14252562
58777.9363425926,-6600375.0981176,57.6525092033733,-1527513.42062022,6774824.62425041
58777.9369212963,-6503275.90222935,58.1195470027649,-1898631.76635247,6774761.99198891
58777.9375,-6385322.66724035,58.4560909103168,-2263643.66047852,6774690.26523096
58777.9380787037,-6246897.90652888,58.6586565100782,-2621376.76847976,6774610.66190236
58777.9386574074,-6088450.24007794,58.7240771474434,-2970682.9134941,6774524.58124402
58777.9392361111,-5910492.80995218,58.6495304814145,-3310441.83236969,6774433.58410423
58777.9398148148,-5713601.47828702,58.4325639344462,-3639564.81685044,6774339.37090205
58777.9403935185,-5498412.81797277,58.0711188942319,-3956998.22674323,6774243.7575473
58777.9409722222,-5265621.90706822,57.5635535299773,-4261726.86312362,6774148.64963707
58777.9415509259,-5015979.9385471,56.9086640936038,-4552777.19097468,6774056.01525444
58777.9421296296,-4750291.65754993,56.105704584655,-4829220.40181196,6773967.85674491
58777.9427083333,-4469412.63869986,55.1544046658959,-5090175.30801883,6773886.18182921
58777.943287037,-4174246.41609234,54.0549857243956,-5334811.06202697,6773812.97444113
58777.9438657407,-3865741.4787653,52.8081749811657,-5562349.69446008,6773750.1656686
58777.9444444444,-3544888.14406396,51.4152175591031,-5772068.46674605,6773699.6051916
58777.9450231481,-3212715.32148373,49.8778864278101,-5963302.03438629,6773663.03359562
58777.9456018519,-2870287.17876682,48.1984901491662,-6135444.41837242,6773642.05592926
58777.9461805556,-2518699.72206256,46.3798783563569,-6287950.78274291,6773638.11686647
58777.9467592593,-2159077.30106651,44.4254449039931,-6420339.01722467,6773652.47780337
58777.947337963,-1792569.04990071,42.3391286354152,-6532191.12428556,6773686.19620437
58777.9479166667,-1420345.27362559,40.1254117182992,-6623154.41053087,6773740.10747793
58777.9484953704,-1043593.79002689,37.7893155079576,-6692942.48258379,6773814.80963168
58777.9490740741,-663516.235679739,35.3363939040847,-6741336.04787627,6773910.65092058
58777.9496527778,-281324.344841437,32.7727241740197,-6768183.52087297,6774027.72066154
58777.9502314815,101763.790557073,30.1048952241028,-6773401.43526152,6774165.84334763
58777.9508101852,484527.471931708,27.3399933086686,-6756974.66261752,6774324.57615216
58777.9513888889,865747.148343207,24.4855851756629,-6718956.43794751,6774503.20986714
